Platform,Product,Price Current (SAR),Price Original (SAR),Discount %,Price Raw,Link
Amazon,"HP Mobile Workstation ZBook Firefly 14 G8 Laptop, 14"" FHD Laptop, Quad-Core i5-1135G7, 16GB RAM, 512GB SSD, Backlit Keyboard, Windows 11 Pro(Renewed)","25,000
.",,,"25,000
.",https://www.amazon.eg/-/en/sspa/click?ie=UTF8&spc=MTo4NjA4NDk1MjU2OTg1ODQ2OjE3NzExNDc0NjM6c3BfYXRmOjMwMDg1ODcwMzA3NTEzMjo6MDo6&url=%2FHP-Workstation-ZBook-Firefly-14%2Fdp%2FB0DY7LWSFG%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1771147463%26sr%3D8-1-spons%26aref%3DCX3soB16ki%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=CX3soB16ki&sp_cr=DUB
Amazon,"Dell Latitude 5420 Business Laptop, 14"" FHD Display (1920 x 1080), Intel i5-1145G7, 16GB RAM, 512GB SSD, US Keyboard, Windows 10 Pro (Renewed)","23,000
.",,,"23,000
.",https://www.amazon.eg/-/en/sspa/click?ie=UTF8&spc=MTo4NjA4NDk1MjU2OTg1ODQ2OjE3NzExNDc0NjM6c3BfYXRmOjMwMDg4MzM5MDcwNjgzMjo6MDo6&url=%2FDell-Latitude-5420-Business-i5-1145G7%2Fdp%2FB0DHXLL87Z%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1771147463%26sr%3D8-2-spons%26aref%3D3zsu0Wi8ZT%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=3zsu0Wi8ZT&sp_cr=DUB
Amazon,Smart Buy ZBOOK Firefly 14 G8 I5-1135G7 16GB 256GB 14IN Windows 10 Professional 64B,"23,000
.",,,"23,000
.",https://www.amazon.eg/-/en/sspa/click?ie=UTF8&spc=MTo4NjA4NDk1MjU2OTg1ODQ2OjE3NzExNDc0NjM6c3BfYXRmOjMwMDg1ODcwMzA3NDkzMjo6MDo6&url=%2FSmart-Firefly-I5-1135G7-Windows-Professional%2Fdp%2FB08X4PC711%2Fref%3Dsr_1_3_sspa%3Fdib%3DeyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1771147463%26sr%3D8-3-spons%26aref%3DcbNRSQuq9g%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=cbNRSQuq9g&sp_cr=DUB
Amazon,Smart Buy ZBOOK Firefly 14 G8 I5-1145G7 16GB 256GB 14IN Windows 10 Professional 64B,"23,000
.",,,"23,000
.",https://www.amazon.eg/-/en/sspa/click?ie=UTF8&spc=MTo4NjA4NDk1MjU2OTg1ODQ2OjE3NzExNDc0NjM6c3BfYXRmOjMwMDg1ODcwMzA3NTAzMjo6MDo6&url=%2FSmart-Firefly-I5-1145G7-Windows-Professional%2Fdp%2FB08X4PNRYY%2Fref%3Dsr_1_4_sspa%3Fdib%3DeyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1771147463%26sr%3D8-4-spons%26aref%3DLtniAlZFEY%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=LtniAlZFEY&sp_cr=DUB
Amazon,"Dell Latitude 2in1 Laptop 5320, 13.3in FHD(1920x1080) Laptop Touchscreen 5320, Quad Core i5-11th, 8GB RAM, 256GB SSD, Win11 Pro(Renewed)","14,999
.",,,"14,999
.",https://www.amazon.eg/-/en/Dell-Latitude-1920x1080-Touchscreen-i5-11th/dp/B0DY7K98PY/ref=sr_1_5?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-5
Amazon,"EliteBook 845 G7 Laptop, 14"" FHD Display, AMD Ryzen 5 3500U Processor, 8GB RAM, 256GB SSD, Windows 10 Pro – Imported in Good Condition with Gift Laptop Bag","14,000
.",,,"14,000
.",https://www.amazon.eg/-/en/EliteBook-Laptop-Display-Processor-Windows/dp/B0FDG9YH81/ref=sr_1_6?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-6
Amazon,"MSI Thin 15 B12UCX|i5-12450H| RTX 2050 4GB| 8GB RAM DDR4 3200Mhz | 512GB NVMe Gen4x4| 15.6"" IPS FHD 144Hz 45% NTSC Display| Blue Backlit Gaming Keyboard| DOS| Cosmos Gray| 2 Years Local Warranty","28,350
.",,,"28,350
.",https://www.amazon.eg/-/en/MSI-i5-12450H-3200Mhz-Keyboard-Warranty/dp/B0DQCLL1JR/ref=sr_1_7?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-7
Amazon,"Dell Latitude 5410 14"" FHD Business Laptop, Intel Core i5-10310U, 16GB RAM, 512GB SSD, US Keyboard, Windows 10 Pro (Renewed)","18,699
.",,,"18,699
.",https://www.amazon.eg/-/en/Dell-Latitude-5410-Business-i5-10310U/dp/B0CZRCHG8Q/ref=sr_1_8?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-8
Amazon,"HP Victus Gaming Laptop 15.6"" Core i5 8GB 512GB Silver 15-fa2013dx","30,999
.",,,"30,999
.",https://www.amazon.eg/-/en/HP-Victus-Gaming-Laptop-15-fa2013dx/dp/B0FDSCTCNF/ref=sr_1_9?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-9
Amazon,"2017 Light Laptop, i5 - Powerful 5th Generation Processor, 13.3 Inch - 8 RAM - 128GB SSD - Backlit - Fast Operating System - Used in Premium Condition","13,000
.",,,"13,000
.",https://www.amazon.eg/-/en/2017-Light-Laptop-Generation-Processor/dp/B0FD7WBYJ9/ref=sr_1_10?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-10
Amazon,"Lenovo LOQ 15IRX10 Gaming Laptop, Intel Core i7-13700HX, 16GB RAM, 512GB SSD, RTX 5060 8GB, 15.6"" FHD 144Hz, G-SYNC, DOS, Luna Grey / 2 Years Warranty - 83JE010JED","55,888
.",,,"55,888
.",https://www.amazon.eg/-/en/Lenovo-15IRX10-Gaming-i7-13700HX-Warranty/dp/B0G43P1GX2/ref=sr_1_11?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-11
Amazon,"Laptop HP ProBook 460, Intel Core Ultra 5 125U, 16-inch, 8GB DDR5 RAM, 512GB SSD, FreeDOS","30,666
.",,,"30,666
.",https://www.amazon.eg/-/en/Laptop-HP-ProBook-16-inch-FreeDOS/dp/B0GC1VT5YS/ref=sr_1_12?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-12
Amazon,"Lenovo LOQ 15IAX9 Gaming Laptop, Intel Core i5 12600HX, 16GB RAM 512GB SSD, RTX 3050 6GB, 15.6"" FHD 144Hz G-SYNC Win11, Grey 2 Years Warranty - 83GS00TYED","35,999
.",,,"35,999
.",https://www.amazon.eg/-/en/Lenovo-15IAX9-Gaming-12600HX-Warranty/dp/B0G3K8RDTM/ref=sr_1_13?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-13
Amazon,"HP OmniBook 3 AI PC15-fn0001ne: Ryzen AI 5 330, 16GB, 512GB-SSD, AMD Radeon 820M, 15.6""-FHD, 300nits, Fullsize backlit + Free Game Pass 3 Months, Windows 11, Silver, 3 Years Warranty","32,999
.",,,"32,999
.",https://www.amazon.eg/-/en/HP-OmniBook-AI-PC15-fn0001ne-512GB-SSD/dp/B0FVWGTYHJ/ref=sr_1_14?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-14
Amazon,"HP Laptop 14-em0025ne: Ryzen 5-7520U, 8GB Ram, 512GB-SSD, AMD Radeon Graphics, 14"" -FHD, 1920x1080, 300nits, Full keyboard, Free Game Pass 3M, Windows 11, Silver, 3 Years Warranty","22,243
.",,,"22,243
.",https://www.amazon.eg/-/en/HP-Laptop-14-em0025ne-512GB-SSD-1920x1080/dp/B0FVWF8M8N/ref=sr_1_15?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-15
Amazon,"Lenovo Loq Essential 15IAX9E Gaming: Ci5-12450HX 16GB 512GB SSD, RTX 4050 6GB 15.6"" FHD-144Hz-300nits, Backlit-A/E KB grey + Loq RGB M100 Mouse","36,836
.",,,"36,836
.",https://www.amazon.eg/-/en/Lenovo-Essential-15IAX9E-Gaming-Backlit/dp/B0FQ2W8KYZ/ref=sr_1_16?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-16
Amazon,"MSI Modern 15 F13MG|i5-1335U| Iris Xe Graphics| 8GB RAM DDR4 3200Mhz| 512GB NVMe Gen4x4| 15.6"" IPS FHD 60Hz 45% NTSC Display|Single backlight Keyboard(White)|DOS|Urban Silver| 2 Years Local Warranty","21,350
.",,,"21,350
.",https://www.amazon.eg/-/en/MSI-i5-1335U-Graphics-backlight-Keyboard/dp/B0DT41C1M7/ref=sr_1_17?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-17
Amazon,"Lenovo Yoga Slim 6, Intel Core i5-1240P, 8GB Soldered LPDDR5-4800, 14"" 2.2K (2240x1400) IPS 300nits Anti-glare, 100% sRGB, 60Hz,512GB SSD,Windows 11 Home(82WU0066ED) 2 Years Local Warranty by Lenovo","33,299
.",,,"33,299
.",https://www.amazon.eg/-/en/Lenovo-LPDDR5-4800-2240x1400-Anti-glare-82WU0066ED/dp/B0CW1CWVQD/ref=sr_1_18?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-18
Amazon,"HP Laptop AI 15-fd2001ne Ultra 7-255U, 16GB Ram, 1TB SSD, Intel Graphics, 15.6""-FHD, Full backlit Keyboard, Free HP 240 BluTooth & Game Pass 3 Months, Windows 11 silver,3 Year Warranty","40,999
.",,,"40,999
.",https://www.amazon.eg/-/en/HP-15-fd2001ne-Graphics-Keyboard-BluTooth/dp/B0FVZD2Y4B/ref=sr_1_19?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-19
Amazon,ASUS TUF F16 [FX608JHR-RV057W] Intel i7-14650HX /16GB DDR5 /512GB SSD/RTX 5050 8GB DDR7 /FHD+ 144Hz /Win 11,"56,999
.",,,"56,999
.",https://www.amazon.eg/-/en/ASUS-FX608JHR-RV057W-Intel-i7-14650HX-512GB/dp/B0G42LRT95/ref=sr_1_20?dib=eyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc&dib_tag=se&keywords=laptop&qid=1771147463&sr=8-20
Amazon,"Lenovo LOQ 15IRX9 Gaming - Intel Core i7-13650HX, AI Chip: LA1, 24GB DDR5 RAM, 512GB SSD, NVIDIA GeForce RTX 4050 6GB GDDR6 Graphics, 15.6"" FHD (1920x1080) IPS 144Hz 100% sRGB, Backlit - Luna Grey","49,999
.",,,"49,999
.",https://www.amazon.eg/-/en/sspa/click?ie=UTF8&spc=MTo4NjA4NDk1MjU2OTg1ODQ2OjE3NzExNDc0NjM6c3BfbXRmOjMwMDY5NDAwMjgxNTYzMjo6MDo6&url=%2FLenovo-LOQ-15IRX9-Gaming-i7-13650HX%2Fdp%2FB0DRZFRRZ5%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1771147463%26sr%3D8-21-spons%26aref%3DnmhJXwgVsZ%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=nmhJXwgVsZ&sp_cr=DUB
Amazon,"Dell Vostro 3530 Laptop - 13th Intel Core i7-1355U 10-Cores, 8GB RAM, 512GB SSD, Intel UHD Graphics, 15.6"" FHD (1920 x 1080) 120Hz 250 nits Anti-Glare LED Backlit Narrow border, Ubuntu - Carbon Black","27,999
.",,,"27,999
.",https://www.amazon.eg/-/en/sspa/click?ie=UTF8&spc=MTo4NjA4NDk1MjU2OTg1ODQ2OjE3NzExNDc0NjM6c3BfbXRmOjMwMDY5NDAwMjgxNjUzMjo6MDo6&url=%2FDell-Vostro-3530-Laptop-Anti-Glare%2Fdp%2FB0DVT1FDWC%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.yaoaIgJ9SjPUDLMU1KuLa7JdoHT8gAgVOxnvbfpEi3-5XMmrt9vKYbqqp-pCmCy7TK79lzhGqHYCJvyGVZ0lixM7-2FVW6rB7CuSYdkeZo4tXRwYblhNnBVDFonSt6JcAqSOI-MQ2lDAHj8uhVLCvxe4MG59TsodOga0_lIFaVcPIZn7LhPrII9dJibTMKEwNZulQKUs-y8OIIye8Wxe41Dfzx3CQCg3PtMlapSzSA6bwU6agHoUDBB-hHt14T-T680jx2XR2PEHPo7-mVEVsTeAGDqPorUuDJHR7SPrOBM.ZTDllIa3AswaIv6JKsARsNihxhb2OAJ5AwIZdUY_Hrc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1771147463%26sr%3D8-22-spons%26aref%3DVTE1vHfEBw%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA39X7M1Y2JMWLJ&aref=VTE1vHfEBw&sp_cr=DUB
